DirPath,File,Method,PyPDF2_Score,OCR_Score,Final_Score,Output_Path
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/اسپیرومتری ساده,برونکوسکوپی با برونکوآلوئولار لاواژ.pdf,OCR (better),0.0,0.5878,0.5878,/content/drive/MyDrive/Base Model Farsi/Output Texts/برونکوسکوپی با برونکوآلوئولار لاواژ.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/درمان دستی (1),درمان دستی.pdf,PyPDF2 (no OCR),0.7872,0.0,0.7872,/content/drive/MyDrive/Base Model Farsi/Output Texts/درمان دستی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/درمان دستی (1),مانیپولاسیون.pdf,PyPDF2 (no OCR),0.7043,0.0,0.7043,/content/drive/MyDrive/Base Model Farsi/Output Texts/مانیپولاسیون.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/مشاوره تغذیه جلسه اول,مشاوره تغذیه جلسه اول.pdf,PyPDF2 (no OCR),0.7872,0.0,0.7872,/content/drive/MyDrive/Base Model Farsi/Output Texts/مشاوره تغذیه جلسه اول.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/برونکوسکوپی از طریق لوله تراشه,برونکوسکوپی از طریق لوله تراشه.pdf,OCR (better),0.2164,0.572,0.572,/content/drive/MyDrive/Base Model Farsi/Output Texts/برونکوسکوپی از طریق لوله تراشه.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/ازوفاگوسکوپی سخت,نامه ابلاغ.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/ازوفاگوسکوپی سخت,(اصلاحی)4 آذر.pdf,PyPDF2 (no OCR),0.6264,0.0,0.6264,/content/drive/MyDrive/Base Model Farsi/Output Texts/(اصلاحی)4 آذر.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/استاندارد TDI,نامه ابلاغ TDI.pdf,"PyPDF2 (better, OCR worse)",0.5283,0.5131,0.5283,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ TDI.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/استاندارد TDI,TDI.pdf,PyPDF2 (no OCR),0.7972,0.0,0.7972,/content/drive/MyDrive/Base Model Farsi/Output Texts/TDI.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/اندام فوقانی و تحتانی,اندام فوقانی و تحتانی.pdf,OCR (better),0.2719,0.6778,0.6778,/content/drive/MyDrive/Base Model Farsi/Output Texts/اندام فوقانی و تحتانی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/فلوشیپ بیهوشی قلب_1,استاندارد بیهوشی در جراحی قلب.pdf,PyPDF2 (no OCR),0.726,0.0,0.726,/content/drive/MyDrive/Base Model Farsi/Output Texts/استاندارد بیهوشی در جراحی قلب.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/طب سنتی,mosaca_267030.pdf,PyPDF2 (no OCR),0.7631,0.0,0.7631,/content/drive/MyDrive/Base Model Farsi/Output Texts/mosaca_267030.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/طب سنتی,badkesh_267031.pdf,PyPDF2 (no OCR),0.7438,0.0,0.7438,/content/drive/MyDrive/Base Model Farsi/Output Texts/badkesh_267031.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/طب سنتی,sozan-electric_267032.pdf,PyPDF2 (no OCR),0.6271,0.0,0.6271,/content/drive/MyDrive/Base Model Farsi/Output Texts/sozan-electric_267032.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/طب سنتی,injection-_sozan_267035.pdf,PyPDF2 (no OCR),0.6661,0.0,0.6661,/content/drive/MyDrive/Base Model Farsi/Output Texts/injection-_sozan_267035.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/طب سنتی,nishtar_267036.pdf,PyPDF2 (no OCR),0.7255,0.0,0.7255,/content/drive/MyDrive/Base Model Farsi/Output Texts/nishtar_267036.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/طب سنتی,ear_267037.pdf,PyPDF2 (no OCR),0.7043,0.0,0.7043,/content/drive/MyDrive/Base Model Farsi/Output Texts/ear_267037.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/طب سنتی,sang_267040.pdf,PyPDF2 (no OCR),0.6072,0.0,0.6072,/content/drive/MyDrive/Base Model Farsi/Output Texts/sang_267040.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/طب سنتی,neshayi-_sozan_267043.pdf,PyPDF2 (no OCR),0.6269,0.0,0.6269,/content/drive/MyDrive/Base Model Farsi/Output Texts/neshayi-_sozan_267043.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/طب سنتی,sozan_267044.pdf,PyPDF2 (no OCR),0.7433,0.0,0.7433,/content/drive/MyDrive/Base Model Farsi/Output Texts/sozan_267044.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/هیسترکتومی ابدومینال,هیسترکتومی آبدومینال.pdf,OCR (better),0.559,0.7533,0.7533,/content/drive/MyDrive/Base Model Farsi/Output Texts/هیسترکتومی آبدومینال.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/اوتیسم,توانبخشی در بیماری اتیسم.pdf,PyPDF2 (no OCR),0.7946,0.0,0.7946,/content/drive/MyDrive/Base Model Farsi/Output Texts/توانبخشی در بیماری اتیسم.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/اسپیرومتری با و بدون برونکودیلاتور,اسپیرومتری با و بدون برونکودیلاتور.pdf,OCR (better),0.0491,0.5864,0.5864,/content/drive/MyDrive/Base Model Farsi/Output Texts/اسپیرومتری با و بدون برونکودیلاتور.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/طب سنتی,china_267045.pdf,OCR (better),0.5256,0.7729,0.7729,/content/drive/MyDrive/Base Model Farsi/Output Texts/china_267045.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/حداقل سن جهت اعمال زیبایی,نامه ابلاغ حداقل سن جهت اعمال زیبایی.pdf,"PyPDF2 (better, OCR worse)",0.5214,0.5037,0.5214,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ حداقل سن جهت اعمال زیبایی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/حداقل سن جهت اعمال زیبایی,حداقل سن جهت اعمال زیبایی.pdf,PyPDF2 (no OCR),0.6808,0.0,0.6808,/content/drive/MyDrive/Base Model Farsi/Output Texts/حداقل سن جهت اعمال زیبایی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/DBS,DBSنامه ابلاغ.pdf,PyPDF2 (no OCR),0.7849,0.0,0.7849,/content/drive/MyDrive/Base Model Farsi/Output Texts/DBSنامه ابلاغ.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/کالر رحم واژینال,کالر رحم واژینال.pdf,OCR (better),0.0,0.6097,0.6097,/content/drive/MyDrive/Base Model Farsi/Output Texts/کالر رحم واژینال.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/هیستو شیمی,هیستو شیمی.pdf,PyPDF2 (no OCR),0.7874,0.0,0.7874,/content/drive/MyDrive/Base Model Farsi/Output Texts/هیستو شیمی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/DBS,DBS - اصلاحیه.pdf,OCR (better),0.1718,0.7303,0.7303,/content/drive/MyDrive/Base Model Farsi/Output Texts/DBS - اصلاحیه.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/ترمیم نقایص پاراواژینال_2,ترمیم نقایص پاراواژینال ).pdf,PyPDF2 (no OCR),0.7421,0.0,0.7421,/content/drive/MyDrive/Base Model Farsi/Output Texts/ترمیم نقایص پاراواژینال ).txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/جراحی لیزر جنین,جراحی لیزر جنین (نامه).pdf,"PyPDF2 (better, OCR worse)",0.5226,0.5067,0.5226,/content/drive/MyDrive/Base Model Farsi/Output Texts/جراحی لیزر جنین (نامه).txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/استاندارد تعویض خون در نوزادان,استاندارد تعویض خون در نوزادان.pdf,OCR (better),0.5098,0.7403,0.7403,/content/drive/MyDrive/Base Model Farsi/Output Texts/استاندارد تعویض خون در نوزادان.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/فراژایل X (سندروم X شکننده ),فراژایل X (سندروم X شکننده ).pdf,PyPDF2 (no OCR),0.7742,0.0,0.7742,/content/drive/MyDrive/Base Model Farsi/Output Texts/فراژایل X (سندروم X شکننده ).txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/تست پاترژی,نامه ابلاغ.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/تست پاترژی,(اصلاحی)4 آذر.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/(اصلاحی)4 آذر.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/ژنتیک,مشاوره زنتیک.pdf,PyPDF2 (no OCR),0.681,0.0,0.681,/content/drive/MyDrive/Base Model Farsi/Output Texts/مشاوره زنتیک.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/ژنتیک,نامه ابلاغ.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/SCA,SCA .pdf,PyPDF2 (no OCR),0.7245,0.0,0.7245,/content/drive/MyDrive/Base Model Farsi/Output Texts/SCA .txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/الاستوگرافی کبد,نامه ابلاغ.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/الاستوگرافی کبد,(اصلاحی)4 آذر.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/(اصلاحی)4 آذر.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/استنت_1,استنت.pdf,PyPDF2 (no OCR),0.7873,0.0,0.7873,/content/drive/MyDrive/Base Model Farsi/Output Texts/استنت.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/استنت_1,استنت گذاری ا.pdf,PyPDF2 (no OCR),0.7977,0.0,0.7977,/content/drive/MyDrive/Base Model Farsi/Output Texts/استنت گذاری ا.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/جراحی لیزر جنین,جراحی لیزر جنین.pdf,"PyPDF2 (better, OCR worse)",0.5946,0.5615,0.5946,/content/drive/MyDrive/Base Model Farsi/Output Texts/جراحی لیزر جنین.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/استاندارد VNS_1,نامه ابلاغ VNS.pdf,"PyPDF2 (better, OCR worse)",0.525,0.5103,0.525,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ VNS.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/استاندارد VNS_1,شناسنامه استاندارد VNS.pdf,PyPDF2 (no OCR),0.7326,0.0,0.7326,/content/drive/MyDrive/Base Model Farsi/Output Texts/شناسنامه استاندارد VNS.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/زایمان بی درد,زایمان بی درد.pdf,"PyPDF2 (better, OCR worse)",0.5213,0.498,0.5213,/content/drive/MyDrive/Base Model Farsi/Output Texts/زایمان بی درد.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/زایمان بی درد,زایمان بی درد-.pdf,PyPDF2 (no OCR),0.7501,0.0,0.7501,/content/drive/MyDrive/Base Model Farsi/Output Texts/زایمان بی درد-.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/SCU,استاندارد بخش مراقبت ویژه سکته مغزی.pdf,PyPDF2 (no OCR),0.7918,0.0,0.7918,/content/drive/MyDrive/Base Model Farsi/Output Texts/استاندارد بخش مراقبت ویژه سکته مغزی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/کاریو تایپ مایع امنیون ویراست  cvs,کاریو تایپ مایع امنیون ویراست  cvs.pdf,PyPDF2 (no OCR),0.7925,0.0,0.7925,/content/drive/MyDrive/Base Model Farsi/Output Texts/کاریو تایپ مایع امنیون ویراست  cvs.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/مادرزادی قلب,مادرزادی قلب.pdf,OCR (better),0.0,0.6422,0.6422,/content/drive/MyDrive/Base Model Farsi/Output Texts/مادرزادی قلب.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/خون,نامه استاندارد.pdf,PyPDF2 (no OCR),0.785,0.0,0.785,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه استاندارد.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/خون,کاتتریزه کردن شریان.pdf,PyPDF2 (no OCR),0.743,0.0,0.743,/content/drive/MyDrive/Base Model Farsi/Output Texts/کاتتریزه کردن شریان.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/بارگزاری تست تکامل - 202211060640421,نامه ابلاغ تکامل.pdf,PyPDF2 (no OCR),0.7868,0.0,0.7868,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ تکامل.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/استاندارد خدمت تغذیه سرپایی,نامه ابلاغ.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/استاندارد خدمت تغذیه سرپایی,استاندارد پیگیری وضعیت تغذی.pdf,PyPDF2 (no OCR),0.7931,0.0,0.7931,/content/drive/MyDrive/Base Model Farsi/Output Texts/استاندارد پیگیری وضعیت تغذی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/استاندارد خدمت تغذیه سرپایی,استاندارد مشاوره تغذیه در بی.pdf,PyPDF2 (no OCR),0.7945,0.0,0.7945,/content/drive/MyDrive/Base Model Farsi/Output Texts/استاندارد مشاوره تغذیه در بی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/CF,CF .pdf,PyPDF2 (no OCR),0.7976,0.0,0.7976,/content/drive/MyDrive/Base Model Farsi/Output Texts/CF .txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/EBUS,EBUS.pdf,OCR (better),0.1617,0.5791,0.5791,/content/drive/MyDrive/Base Model Farsi/Output Texts/EBUS.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/استانداردها/MWT,MWT.pdf,OCR (better),0.2352,0.6998,0.6998,/content/drive/MyDrive/Base Model Farsi/Output Texts/MWT.txt
